"_date","station","lng_type","time_group","ke","oal"
2023-02-03,ICN,PR,LN,827,64
2023-02-04,ICN,FR,BK,13,0
2023-02-04,ICN,FR,DN,3,0
2023-02-04,ICN,FR,LN,8,0
2023-02-04,ICN,MR,BK,127,2
2023-02-04,ICN,MR,DN,23,0
2023-02-04,ICN,MR,LN,90,0
2023-02-04,ICN,PR,BK,1163,156
2023-02-04,ICN,PR,DN,469,91
2023-02-04,ICN,PR,LN,1032,65
2023-02-05,ICN,FR,BK,13,0
2023-02-05,ICN,FR,DN,8,0
2023-02-05,ICN,FR,LN,12,0
2023-02-05,ICN,MR,BK,187,2
2023-02-05,ICN,MR,DN,48,0
2023-02-05,ICN,MR,LN,131,0
2023-02-05,ICN,PR,BK,1275,121
2023-02-05,ICN,PR,DN,572,105
2023-02-05,ICN,PR,LN,1069,45
2023-02-06,ICN,FR,BK,15,0
2023-02-06,ICN,FR,DN,5,0
2023-02-06,ICN,FR,LN,15,0
2023-02-06,ICN,MR,BK,111,0
2023-02-06,ICN,MR,DN,48,1
2023-02-06,ICN,MR,LN,129,0
2023-02-06,ICN,PR,BK,1000,106
2023-02-06,ICN,PR,DN,350,62
2023-02-06,ICN,PR,LN,721,47
2023-02-07,ICN,FR,BK,11,0
2023-02-07,ICN,FR,DN,4,0
2023-02-07,ICN,FR,LN,8,0
2023-02-07,ICN,MR,BK,88,2
2023-02-07,ICN,MR,DN,32,1
2023-02-07,ICN,MR,LN,94,0
2023-02-07,ICN,PR,BK,859,98
2023-02-07,ICN,PR,DN,347,68
2023-02-07,ICN,PR,LN,709,58
2023-02-08,ICN,FR,BK,12,0
2023-02-08,ICN,FR,DN,5,0
2023-02-08,ICN,FR,LN,10,0
2023-02-08,ICN,MR,BK,128,1
2023-02-08,ICN,MR,DN,28,5
2023-02-08,ICN,MR,LN,76,0
2023-02-08,ICN,PR,BK,1127,74
2023-02-08,ICN,PR,DN,571,61
2023-02-08,ICN,PR,LN,1034,33
2023-02-09,ICN,FR,BK,10,0
2023-02-09,ICN,FR,DN,4,0
2023-02-09,ICN,FR,LN,7,0
2023-02-09,ICN,MR,BK,59,0
2023-02-09,ICN,MR,DN,41,2
2023-02-09,ICN,MR,LN,64,0
2023-02-09,ICN,PR,BK,1011,128
2023-02-09,ICN,PR,DN,450,88
2023-02-09,ICN,PR,LN,983,44
2023-02-10,ICN,FR,BK,17,0
2023-02-10,ICN,FR,DN,9,0
2023-02-10,ICN,FR,LN,9,0
2023-02-10,ICN,MR,BK,97,0
2023-02-10,ICN,MR,DN,57,0
2023-02-10,ICN,MR,LN,72,0
2023-02-10,ICN,PR,BK,1255,74
2023-02-10,ICN,PR,DN,518,82
2023-02-10,ICN,PR,LN,847,68
2023-02-11,ICN,FR,BK,22,0
2023-02-11,ICN,FR,DN,5,0
2023-02-11,ICN,FR,LN,18,0
2023-02-11,ICN,MR,BK,90,2
2023-02-11,ICN,MR,DN,31,0
2023-02-11,ICN,MR,LN,68,0
2023-02-11,ICN,PR,BK,1259,168
2023-02-11,ICN,PR,DN,459,95
2023-02-11,ICN,PR,LN,929,77
2023-02-12,ICN,FR,BK,17,0
2023-02-12,ICN,FR,DN,9,0
2023-02-12,ICN,FR,LN,18,0
2023-02-12,ICN,MR,BK,190,2
2023-02-12,ICN,MR,DN,71,0
2023-02-12,ICN,MR,LN,124,0
2023-02-12,ICN,PR,BK,1255,141
2023-02-12,ICN,PR,DN,547,74
2023-02-12,ICN,PR,LN,1150,60
2023-02-13,ICN,FR,BK,11,0
2023-02-13,ICN,FR,DN,7,0
2023-02-13,ICN,FR,LN,12,0
2023-02-13,ICN,MR,BK,82,0
2023-02-13,ICN,MR,DN,33,0
2023-02-13,ICN,MR,LN,114,1
2023-02-13,ICN,PR,BK,1072,116
2023-02-13,ICN,PR,DN,367,70
2023-02-13,ICN,PR,LN,754,59
2023-02-14,ICN,FR,BK,13,0
2023-02-14,ICN,FR,DN,10,0
2023-02-14,ICN,FR,LN,9,0
2023-02-14,ICN,MR,BK,82,2
2023-02-14,ICN,MR,DN,52,0
2023-02-14,ICN,MR,LN,101,0
2023-02-14,ICN,PR,BK,946,101
2023-02-14,ICN,PR,DN,420,101
2023-02-14,ICN,PR,LN,693,15
2023-02-15,ICN,FR,BK,18,0
2023-02-15,ICN,FR,DN,8,0
2023-02-15,ICN,FR,LN,17,0
2023-02-15,ICN,MR,BK,110,2
2023-02-15,ICN,MR,DN,71,0
2023-02-15,ICN,MR,LN,82,6
2023-02-15,ICN,PR,BK,1185,46
2023-02-15,ICN,PR,DN,655,71
2023-02-15,ICN,PR,LN,941,31
2023-02-16,ICN,FR,BK,10,0
2023-02-16,ICN,FR,DN,13,0
2023-02-16,ICN,FR,LN,15,0
2023-02-16,ICN,MR,BK,107,0
2023-02-16,ICN,MR,DN,25,2
2023-02-16,ICN,MR,LN,97,0
2023-02-16,ICN,PR,BK,1067,118
2023-02-16,ICN,PR,DN,529,94
2023-02-16,ICN,PR,LN,1153,42
2023-02-17,ICN,FR,BK,13,0
2023-02-17,ICN,FR,DN,4,0
2023-02-17,ICN,FR,LN,15,0
2023-02-17,ICN,MR,BK,138,0
2023-02-17,ICN,MR,DN,45,0
2023-02-17,ICN,MR,LN,76,0
2023-02-17,ICN,PR,BK,1414,88
2023-02-17,ICN,PR,DN,692,49
2023-02-17,ICN,PR,LN,824,66
2023-02-18,ICN,FR,BK,24,0
2023-02-18,ICN,FR,DN,7,0
2023-02-18,ICN,FR,LN,7,0
2023-02-18,ICN,MR,BK,77,0
2023-02-18,ICN,MR,DN,31,2
2023-02-18,ICN,MR,LN,66,0
2023-02-18,ICN,PR,BK,1433,181
2023-02-18,ICN,PR,DN,543,74
2023-02-18,ICN,PR,LN,968,95
2023-02-19,ICN,FR,BK,22,0
2023-02-19,ICN,FR,DN,10,0
2023-02-19,ICN,FR,LN,13,0
2023-02-19,ICN,MR,BK,151,3
2023-02-19,ICN,MR,DN,44,1
2023-02-19,ICN,MR,LN,127,0
2023-02-19,ICN,PR,BK,1363,141
2023-02-19,ICN,PR,DN,710,96
2023-02-19,ICN,PR,LN,964,43
2023-02-20,ICN,FR,BK,16,0
2023-02-20,ICN,FR,DN,9,0
2023-02-20,ICN,FR,LN,11,0
2023-02-20,ICN,MR,BK,109,3
2023-02-20,ICN,MR,DN,29,0
2023-02-20,ICN,MR,LN,90,0
2023-02-20,ICN,PR,BK,1200,151
2023-02-20,ICN,PR,DN,367,73
2023-02-20,ICN,PR,LN,986,47
2023-02-21,ICN,FR,BK,12,0
2023-02-21,ICN,FR,DN,4,0
2023-02-21,ICN,FR,LN,10,0
2023-02-21,ICN,MR,BK,82,5
2023-02-21,ICN,MR,DN,27,2
2023-02-21,ICN,MR,LN,74,0
2023-02-21,ICN,PR,BK,941,86
2023-02-21,ICN,PR,DN,334,65
2023-02-21,ICN,PR,LN,739,44
2023-02-22,ICN,FR,BK,16,0
2023-02-22,ICN,FR,DN,7,0
2023-02-22,ICN,FR,LN,16,0
2023-02-22,ICN,MR,BK,144,0
2023-02-22,ICN,MR,DN,39,0
2023-02-22,ICN,MR,LN,91,0
2023-02-22,ICN,PR,BK,1124,96
2023-02-22,ICN,PR,DN,585,77
2023-02-22,ICN,PR,LN,944,39
2023-02-23,ICN,FR,BK,12,0
2023-02-23,ICN,FR,DN,8,1
2023-02-23,ICN,FR,LN,10,0
2023-02-23,ICN,MR,BK,101,0
2023-02-23,ICN,MR,DN,38,0
2023-02-23,ICN,MR,LN,72,0
2023-02-23,ICN,PR,BK,1223,125
2023-02-23,ICN,PR,DN,544,104
2023-02-23,ICN,PR,LN,922,58
2023-02-24,ICN,FR,BK,16,0
2023-02-24,ICN,FR,DN,5,0
2023-02-24,ICN,FR,LN,14,0
2023-02-24,ICN,MR,BK,146,0
2023-02-24,ICN,MR,DN,39,2
2023-02-24,ICN,MR,LN,93,0
2023-02-24,ICN,PR,BK,1438,84
2023-02-24,ICN,PR,DN,615,72
2023-02-24,ICN,PR,LN,1039,40
2023-02-25,ICN,FR,BK,16,0
2023-02-25,ICN,FR,DN,6,0
2023-02-25,ICN,FR,LN,3,0
2023-02-25,ICN,MR,BK,142,1
2023-02-25,ICN,MR,DN,45,0
2023-02-25,ICN,MR,LN,82,0
2023-02-25,ICN,PR,BK,1375,164
2023-02-25,ICN,PR,DN,538,87
2023-02-25,ICN,PR,LN,932,75
2023-02-26,ICN,FR,BK,11,0
2023-02-26,ICN,FR,DN,6,0
2023-02-26,ICN,FR,LN,10,0
2023-02-26,ICN,MR,BK,263,1
2023-02-26,ICN,MR,DN,47,0
2023-02-26,ICN,MR,LN,123,0
2023-02-26,ICN,PR,BK,1466,111
2023-02-26,ICN,PR,DN,532,88
2023-02-26,ICN,PR,LN,947,62
2023-02-27,ICN,FR,BK,9,0
2023-02-27,ICN,FR,DN,6,0
2023-02-27,ICN,FR,LN,18,0
2023-02-27,ICN,MR,BK,151,6
2023-02-27,ICN,MR,DN,31,0
2023-02-27,ICN,MR,LN,71,0
2023-02-27,ICN,PR,BK,1030,157
2023-02-27,ICN,PR,DN,331,113
2023-02-27,ICN,PR,LN,624,40
2023-02-28,ICN,FR,BK,8,0
2023-02-28,ICN,FR,DN,4,0
2023-02-28,ICN,FR,LN,11,0
2023-02-28,ICN,MR,BK,118,1
2023-02-28,ICN,MR,DN,37,0
2023-02-28,ICN,MR,LN,61,0
2023-02-28,ICN,PR,BK,1027,90
2023-02-28,ICN,PR,DN,473,113
2023-02-28,ICN,PR,LN,782,30
2023-03-01,ICN,FR,BK,19,0
2023-03-01,ICN,FR,DN,1,0
2023-03-01,ICN,FR,LN,8,0
2023-03-01,ICN,MR,BK,193,1
2023-03-01,ICN,MR,DN,43,0
2023-03-01,ICN,MR,LN,110,0
2023-03-01,ICN,PR,BK,1350,115
2023-03-01,ICN,PR,DN,359,75
2023-03-01,ICN,PR,LN,935,63
2023-03-02,ICN,FR,BK,3,0
2023-03-02,ICN,FR,DN,5,0
2023-03-02,ICN,FR,LN,5,0
2023-03-02,ICN,MR,BK,90,0
2023-03-02,ICN,MR,DN,29,0
2023-03-02,ICN,MR,LN,75,0
2023-03-02,ICN,PR,BK,960,96
2023-03-02,ICN,PR,DN,320,82
2023-03-02,ICN,PR,LN,738,44
2023-03-03,ICN,FR,BK,12,0
2023-03-03,ICN,FR,DN,5,0
2023-03-03,ICN,FR,LN,9,0
2023-03-03,ICN,MR,BK,101,0
2023-03-03,ICN,MR,DN,41,0
2023-03-03,ICN,MR,LN,42,0
2023-03-03,ICN,PR,BK,1023,64
2023-03-03,ICN,PR,DN,401,59
2023-03-03,ICN,PR,LN,575,49
2023-03-04,ICN,FR,BK,12,0
2023-03-04,ICN,FR,DN,4,0
2023-03-04,ICN,FR,LN,11,0
2023-03-04,ICN,MR,BK,97,0
2023-03-04,ICN,MR,DN,28,6
2023-03-04,ICN,MR,LN,64,0
2023-03-04,ICN,PR,BK,1024,134
2023-03-04,ICN,PR,DN,324,92
2023-03-04,ICN,PR,LN,755,68
2023-03-05,ICN,FR,BK,14,0
2023-03-05,ICN,FR,DN,5,0
2023-03-05,ICN,FR,LN,9,0
2023-03-05,ICN,MR,BK,152,2
2023-03-05,ICN,MR,DN,56,2
2023-03-05,ICN,MR,LN,122,0
2023-03-05,ICN,PR,BK,1215,115
2023-03-05,ICN,PR,DN,379,70
2023-03-05,ICN,PR,LN,964,65
2023-03-06,ICN,FR,BK,13,0
2023-03-06,ICN,FR,DN,5,0
2023-03-06,ICN,FR,LN,14,0
2023-03-06,ICN,MR,BK,158,2
2023-03-06,ICN,MR,DN,33,0
2023-03-06,ICN,MR,LN,107,1
2023-03-06,ICN,PR,BK,907,143
2023-03-06,ICN,PR,DN,276,53
2023-03-06,ICN,PR,LN,664,51
2023-03-07,ICN,FR,BK,18,0
2023-03-07,ICN,FR,DN,2,0
2023-03-07,ICN,FR,LN,9,0
2023-03-07,ICN,MR,BK,102,1
2023-03-07,ICN,MR,DN,12,0
2023-03-07,ICN,MR,LN,84,0
2023-03-07,ICN,PR,BK,883,90
2023-03-07,ICN,PR,DN,257,53
2023-03-07,ICN,PR,LN,712,28
2023-03-08,ICN,FR,BK,10,0
2023-03-08,ICN,FR,DN,1,0
2023-03-08,ICN,FR,LN,15,0
2023-03-08,ICN,MR,BK,121,0
2023-03-08,ICN,MR,DN,44,0
2023-03-08,ICN,MR,LN,88,0
2023-03-08,ICN,PR,BK,1071,106
2023-03-08,ICN,PR,DN,476,64
2023-03-08,ICN,PR,LN,765,58
2023-03-09,ICN,FR,BK,4,0
2023-03-09,ICN,FR,DN,5,0
2023-03-09,ICN,FR,LN,16,0
2023-03-09,ICN,MR,BK,95,0
2023-03-09,ICN,MR,DN,21,0
2023-03-09,ICN,MR,LN,94,0
2023-03-09,ICN,PR,BK,875,123
2023-03-09,ICN,PR,DN,363,101
2023-03-09,ICN,PR,LN,812,40
2023-03-10,ICN,FR,BK,18,0
2023-03-10,ICN,FR,DN,11,0
2023-03-10,ICN,FR,LN,6,0
2023-03-10,ICN,MR,BK,115,0
2023-03-10,ICN,MR,DN,37,0
2023-03-10,ICN,MR,LN,83,1
2023-03-10,ICN,PR,BK,1109,54
2023-03-10,ICN,PR,DN,443,79
2023-03-10,ICN,PR,LN,680,60
2023-03-11,ICN,FR,BK,21,0
2023-03-11,ICN,FR,DN,2,0
2023-03-11,ICN,FR,LN,7,0
2023-03-11,ICN,MR,BK,121,0
2023-03-11,ICN,MR,DN,42,0
2023-03-11,ICN,MR,LN,74,0
2023-03-11,ICN,PR,BK,1168,131
2023-03-11,ICN,PR,DN,290,78
2023-03-11,ICN,PR,LN,820,76
2023-03-12,ICN,FR,BK,12,1
2023-03-12,ICN,FR,DN,6,0
2023-03-12,ICN,FR,LN,2,0
2023-03-12,ICN,MR,BK,171,4
2023-03-12,ICN,MR,DN,74,1
2023-03-12,ICN,MR,LN,108,0
2023-03-12,ICN,PR,BK,1334,138
2023-03-12,ICN,PR,DN,436,78
2023-03-12,ICN,PR,LN,927,52
2023-03-13,ICN,FR,BK,7,0
2023-03-13,ICN,FR,DN,1,0
2023-03-13,ICN,FR,LN,7,0
2023-03-13,ICN,MR,BK,116,2
2023-03-13,ICN,MR,DN,25,0
2023-03-13,ICN,MR,LN,103,0
2023-03-13,ICN,PR,BK,910,151
2023-03-13,ICN,PR,DN,303,59
2023-03-13,ICN,PR,LN,704,56
2023-03-14,ICN,FR,BK,14,0
2023-03-14,ICN,FR,DN,2,0
2023-03-14,ICN,FR,LN,6,0
2023-03-14,ICN,MR,BK,112,1
2023-03-14,ICN,MR,DN,32,0
2023-03-14,ICN,MR,LN,69,0
2023-03-14,ICN,PR,BK,877,111
2023-03-14,ICN,PR,DN,285,70
2023-03-14,ICN,PR,LN,576,45
2023-03-15,ICN,FR,BK,10,0
2023-03-15,ICN,FR,DN,2,0
2023-03-15,ICN,FR,LN,8,0
2023-03-15,ICN,MR,BK,135,1
2023-03-15,ICN,MR,DN,53,0
2023-03-15,ICN,MR,LN,85,1
2023-03-15,ICN,PR,BK,1021,98
2023-03-15,ICN,PR,DN,403,98
2023-03-15,ICN,PR,LN,771,48
2023-03-16,ICN,FR,BK,8,0
2023-03-16,ICN,FR,DN,3,0
2023-03-16,ICN,FR,LN,11,0
2023-03-16,ICN,MR,BK,73,2
2023-03-16,ICN,MR,DN,25,0
2023-03-16,ICN,MR,LN,61,0
2023-03-16,ICN,PR,BK,1034,111
2023-03-16,ICN,PR,DN,393,100
2023-03-16,ICN,PR,LN,910,54
2023-03-17,ICN,FR,BK,16,0
2023-03-17,ICN,FR,DN,6,0
2023-03-17,ICN,FR,LN,11,0
2023-03-17,ICN,MR,BK,118,0
2023-03-17,ICN,MR,DN,33,0
2023-03-17,ICN,MR,LN,53,0
2023-03-17,ICN,PR,BK,1246,86
2023-03-17,ICN,PR,DN,472,67
2023-03-17,ICN,PR,LN,686,85
2023-03-18,ICN,FR,BK,11,0
2023-03-18,ICN,FR,DN,6,0
2023-03-18,ICN,FR,LN,14,0
2023-03-18,ICN,MR,BK,143,0
2023-03-18,ICN,MR,DN,35,3
2023-03-18,ICN,MR,LN,88,0
2023-03-18,ICN,PR,BK,1116,154
2023-03-18,ICN,PR,DN,339,83
2023-03-18,ICN,PR,LN,881,85
2023-03-19,ICN,FR,BK,10,0
2023-03-19,ICN,FR,DN,14,0
2023-03-19,ICN,FR,LN,9,0
2023-03-19,ICN,MR,BK,211,2
2023-03-19,ICN,MR,DN,49,0
2023-03-19,ICN,MR,LN,115,0
2023-03-19,ICN,PR,BK,1319,132
2023-03-19,ICN,PR,DN,416,93
2023-03-19,ICN,PR,LN,846,56
2023-03-20,ICN,FR,BK,9,0
2023-03-20,ICN,FR,DN,2,0
2023-03-20,ICN,FR,LN,13,0
2023-03-20,ICN,MR,BK,146,0
2023-03-20,ICN,MR,DN,27,0
2023-03-20,ICN,MR,LN,120,0
2023-03-20,ICN,PR,BK,1025,156
2023-03-20,ICN,PR,DN,322,80
2023-03-20,ICN,PR,LN,603,60
2023-03-21,ICN,FR,BK,14,1
2023-03-21,ICN,FR,DN,11,0
2023-03-21,ICN,FR,LN,8,0
2023-03-21,ICN,MR,BK,98,1
2023-03-21,ICN,MR,DN,24,0
2023-03-21,ICN,MR,LN,59,1
2023-03-21,ICN,PR,BK,855,96
2023-03-21,ICN,PR,DN,311,83
2023-03-21,ICN,PR,LN,530,62
2023-03-22,ICN,FR,BK,17,0
2023-03-22,ICN,FR,DN,4,0
2023-03-22,ICN,FR,LN,8,0
2023-03-22,ICN,MR,BK,140,0
2023-03-22,ICN,MR,DN,42,0
2023-03-22,ICN,MR,LN,39,0
2023-03-22,ICN,PR,BK,1179,82
2023-03-22,ICN,PR,DN,438,80
2023-03-22,ICN,PR,LN,742,52
2023-03-23,ICN,FR,BK,10,0
2023-03-23,ICN,FR,DN,2,0
2023-03-23,ICN,FR,LN,15,0
2023-03-23,ICN,MR,BK,98,0
2023-03-23,ICN,MR,DN,26,2
2023-03-23,ICN,MR,LN,81,0
2023-03-23,ICN,PR,BK,951,114
2023-03-23,ICN,PR,DN,372,98
2023-03-23,ICN,PR,LN,881,79
2023-03-24,ICN,FR,BK,15,0
2023-03-24,ICN,FR,DN,2,0
2023-03-24,ICN,FR,LN,5,0
2023-03-24,ICN,MR,BK,120,0
2023-03-24,ICN,MR,DN,47,0
2023-03-24,ICN,MR,LN,77,0
2023-03-24,ICN,PR,BK,1239,57
2023-03-24,ICN,PR,DN,478,59
2023-03-24,ICN,PR,LN,723,86
2023-03-25,ICN,FR,BK,14,0
2023-03-25,ICN,FR,DN,12,0
2023-03-25,ICN,FR,LN,7,0
2023-03-25,ICN,MR,BK,122,0
2023-03-25,ICN,MR,DN,26,1
2023-03-25,ICN,MR,LN,63,0
2023-03-25,ICN,PR,BK,1188,108
2023-03-25,ICN,PR,DN,352,118
2023-03-25,ICN,PR,LN,811,110
2023-03-26,ICN,FR,BK,21,0
2023-03-26,ICN,FR,DN,5,0
2023-03-26,ICN,FR,LN,17,0
2023-03-26,ICN,MR,BK,218,3
2023-03-26,ICN,MR,DN,58,1
2023-03-26,ICN,MR,LN,121,1
2023-03-26,ICN,PR,BK,1269,124
2023-03-26,ICN,PR,DN,493,105
2023-03-26,ICN,PR,LN,813,43
2023-03-27,ICN,FR,BK,15,0
2023-03-27,ICN,FR,DN,2,0
2023-03-27,ICN,FR,LN,4,0
2023-03-27,ICN,MR,BK,155,0
2023-03-27,ICN,MR,DN,48,1
2023-03-27,ICN,MR,LN,110,0
2023-03-27,ICN,PR,BK,1128,98
2023-03-27,ICN,PR,DN,437,100
2023-03-27,ICN,PR,LN,613,40
2023-03-28,ICN,FR,BK,15,0
2023-03-28,ICN,FR,DN,4,0
2023-03-28,ICN,FR,LN,15,0
2023-03-28,ICN,MR,BK,116,2
2023-03-28,ICN,MR,DN,33,0
2023-03-28,ICN,MR,LN,60,0
2023-03-28,ICN,PR,BK,1079,57
2023-03-28,ICN,PR,DN,375,79
2023-03-28,ICN,PR,LN,573,42
2023-03-29,ICN,FR,BK,9,0
2023-03-29,ICN,FR,DN,4,0
2023-03-29,ICN,FR,LN,13,0
2023-03-29,ICN,MR,BK,147,0
2023-03-29,ICN,MR,DN,39,0
2023-03-29,ICN,MR,LN,59,0
2023-03-29,ICN,PR,BK,1182,116
2023-03-29,ICN,PR,DN,387,88
2023-03-29,ICN,PR,LN,648,33
2023-03-30,ICN,FR,BK,16,0
2023-03-30,ICN,FR,DN,5,0
2023-03-30,ICN,FR,LN,8,0
2023-03-30,ICN,MR,BK,112,0
2023-03-30,ICN,MR,DN,30,1
2023-03-30,ICN,MR,LN,78,0
2023-03-30,ICN,PR,BK,1146,119
2023-03-30,ICN,PR,DN,459,93
2023-03-30,ICN,PR,LN,624,60
2023-03-31,ICN,FR,BK,17,0
2023-03-31,ICN,FR,DN,8,0
2023-03-31,ICN,FR,LN,11,0
2023-03-31,ICN,MR,BK,109,0
2023-03-31,ICN,MR,DN,42,0
2023-03-31,ICN,MR,LN,72,0
2023-03-31,ICN,PR,BK,1232,111
2023-03-31,ICN,PR,DN,521,87
2023-03-31,ICN,PR,LN,716,70
2023-04-01,ICN,FR,BK,18,0
2023-04-01,ICN,FR,DN,2,0
2023-04-01,ICN,FR,LN,8,0
2023-04-01,ICN,MR,BK,127,0
2023-04-01,ICN,MR,DN,38,0
2023-04-01,ICN,MR,LN,63,0
2023-04-01,ICN,PR,BK,1186,88
2023-04-01,ICN,PR,DN,390,89
2023-04-01,ICN,PR,LN,629,55
2023-04-02,ICN,FR,BK,16,0
2023-04-02,ICN,FR,DN,5,0
2023-04-02,ICN,FR,LN,10,0
2023-04-02,ICN,MR,BK,179,0
2023-04-02,ICN,MR,DN,41,1
2023-04-02,ICN,MR,LN,71,0
2023-04-02,ICN,PR,BK,1234,138
2023-04-02,ICN,PR,DN,370,80
2023-04-02,ICN,PR,LN,736,57
2023-04-03,ICN,FR,BK,10,0
2023-04-03,ICN,FR,DN,3,0
2023-04-03,ICN,FR,LN,11,0
2023-04-03,ICN,MR,BK,122,0
2023-04-03,ICN,MR,DN,34,0
2023-04-03,ICN,MR,LN,80,0
2023-04-03,ICN,PR,BK,1013,82
2023-04-03,ICN,PR,DN,360,82
2023-04-03,ICN,PR,LN,659,52
2023-04-04,ICN,FR,BK,11,0
2023-04-04,ICN,FR,DN,4,0
2023-04-04,ICN,FR,LN,9,0
2023-04-04,ICN,MR,BK,98,2
2023-04-04,ICN,MR,DN,15,3
2023-04-04,ICN,MR,LN,48,0
2023-04-04,ICN,PR,BK,948,92
2023-04-04,ICN,PR,DN,248,90
2023-04-04,ICN,PR,LN,497,37
2023-04-05,ICN,FR,BK,18,0
2023-04-05,ICN,FR,DN,1,0
2023-04-05,ICN,FR,LN,9,0
2023-04-05,ICN,MR,BK,108,0
2023-04-05,ICN,MR,DN,30,0
2023-04-05,ICN,MR,LN,56,2
2023-04-05,ICN,PR,BK,1102,69
2023-04-05,ICN,PR,DN,423,90
2023-04-05,ICN,PR,LN,713,90
2023-04-06,ICN,FR,BK,18,0
2023-04-06,ICN,FR,DN,4,0
2023-04-06,ICN,FR,LN,15,0
2023-04-06,ICN,MR,BK,101,0
2023-04-06,ICN,MR,DN,42,0
2023-04-06,ICN,MR,LN,46,0
2023-04-06,ICN,PR,BK,1114,85
2023-04-06,ICN,PR,DN,447,115
2023-04-06,ICN,PR,LN,744,61
2023-04-07,ICN,FR,BK,25,0
2023-04-07,ICN,FR,DN,6,0
2023-04-07,ICN,FR,LN,11,0
2023-04-07,ICN,MR,BK,93,0
2023-04-07,ICN,MR,DN,28,0
2023-04-07,ICN,MR,LN,58,0
2023-04-07,ICN,PR,BK,1164,126
2023-04-07,ICN,PR,DN,428,117
2023-04-07,ICN,PR,LN,766,64
2023-04-08,ICN,FR,BK,15,0
2023-04-08,ICN,FR,DN,4,0
2023-04-08,ICN,FR,LN,15,0
2023-04-08,ICN,MR,BK,100,0
2023-04-08,ICN,MR,DN,44,0
2023-04-08,ICN,MR,LN,76,0
2023-04-08,ICN,PR,BK,1177,93
2023-04-08,ICN,PR,DN,432,133
2023-04-08,ICN,PR,LN,671,68
2023-04-09,ICN,FR,BK,14,0
2023-04-09,ICN,FR,DN,5,0
2023-04-09,ICN,FR,LN,3,0
2023-04-09,ICN,MR,BK,127,0
2023-04-09,ICN,MR,DN,68,3
2023-04-09,ICN,MR,LN,108,0
2023-04-09,ICN,PR,BK,1247,125
2023-04-09,ICN,PR,DN,527,119
2023-04-09,ICN,PR,LN,824,62
2023-04-10,ICN,FR,BK,11,0
2023-04-10,ICN,FR,DN,9,0
2023-04-10,ICN,FR,LN,10,0
2023-04-10,ICN,MR,BK,183,2
2023-04-10,ICN,MR,DN,42,0
2023-04-10,ICN,MR,LN,123,1
2023-04-10,ICN,PR,BK,1135,82
2023-04-10,ICN,PR,DN,437,95
2023-04-10,ICN,PR,LN,754,50
2023-04-11,ICN,FR,BK,34,0
2023-04-11,ICN,FR,DN,6,0
2023-04-11,ICN,FR,LN,6,0
2023-04-11,ICN,MR,BK,108,0
2023-04-11,ICN,MR,DN,33,0
2023-04-11,ICN,MR,LN,76,0
2023-04-11,ICN,PR,BK,1164,43
2023-04-11,ICN,PR,DN,392,69
2023-04-11,ICN,PR,LN,600,48
2023-04-12,ICN,FR,BK,9,0
2023-04-12,ICN,FR,DN,1,0
2023-04-12,ICN,FR,LN,7,0
2023-04-12,ICN,MR,BK,125,3
2023-04-12,ICN,MR,DN,32,0
2023-04-12,ICN,MR,LN,80,0
2023-04-12,ICN,PR,BK,1336,87
2023-04-12,ICN,PR,DN,520,108
2023-04-12,ICN,PR,LN,754,60
2023-04-13,ICN,FR,BK,19,0
2023-04-13,ICN,FR,DN,1,0
2023-04-13,ICN,FR,LN,10,0
2023-04-13,ICN,MR,BK,138,0
2023-04-13,ICN,MR,DN,42,0
2023-04-13,ICN,MR,LN,53,2
2023-04-13,ICN,PR,BK,1274,92
2023-04-13,ICN,PR,DN,599,93
2023-04-13,ICN,PR,LN,744,65
2023-04-14,ICN,FR,BK,10,0
2023-04-14,ICN,FR,DN,5,0
2023-04-14,ICN,FR,LN,8,0
2023-04-14,ICN,MR,BK,179,0
2023-04-14,ICN,MR,DN,60,0
2023-04-14,ICN,MR,LN,86,0
2023-04-14,ICN,PR,BK,1325,113
2023-04-14,ICN,PR,DN,537,159
2023-04-14,ICN,PR,LN,832,50
2023-04-15,ICN,FR,BK,9,0
2023-04-15,ICN,FR,DN,2,0
2023-04-15,ICN,FR,LN,16,0
2023-04-15,ICN,MR,BK,196,0
2023-04-15,ICN,MR,DN,59,0
2023-04-15,ICN,MR,LN,72,0
2023-04-15,ICN,PR,BK,1326,124
2023-04-15,ICN,PR,DN,461,93
2023-04-15,ICN,PR,LN,718,51
2023-04-16,ICN,FR,BK,20,0
2023-04-16,ICN,FR,DN,5,0
2023-04-16,ICN,FR,LN,10,0
2023-04-16,ICN,MR,BK,307,2
2023-04-16,ICN,MR,DN,63,2
2023-04-16,ICN,MR,LN,159,0
2023-04-16,ICN,PR,BK,1391,159
2023-04-16,ICN,PR,DN,563,141
2023-04-16,ICN,PR,LN,884,80
2023-04-17,ICN,FR,BK,23,0
2023-04-17,ICN,FR,DN,1,0
2023-04-17,ICN,FR,LN,16,0
2023-04-17,ICN,MR,BK,234,7
2023-04-17,ICN,MR,DN,52,2
2023-04-17,ICN,MR,LN,91,1
2023-04-17,ICN,PR,BK,1216,134
2023-04-17,ICN,PR,DN,508,100
2023-04-17,ICN,PR,LN,725,46
2023-04-18,ICN,FR,BK,19,0
2023-04-18,ICN,FR,DN,5,0
2023-04-18,ICN,FR,LN,6,0
2023-04-18,ICN,MR,BK,188,1
